TCGA.CM.5860.01,7762.216165,15411.91925,7782.172944,19652.78872,1059.327405,273.353935,704.312487,8.953582,10132.43426,408.52066,964.397861,10.679574,2187.586603,5521.87894,13707.2867,1.833866,8.845707,515.747894,2058.352975,19565.19464,24251.80148,7.119716,0.97087,258.143633,7.659088,262.458613,261.379868,1162.994781,7.766963,2357.057413,1.941741,51.564002,44.552161,9.492954,2.481113,4.422854,2.481113,885.110118,19.848905,23.948135,94.390171,3.020485,751.885134,35.490704,26.752871,14.670929,839.263463,1130.632437,472.490227,286716.7787,131.067495,1042.930484,8.090586,88.888572,474.97134,31797.51356,262.458613,3.883481,111.650088,3523.612052,467.851625,9.924452,8.306335,390.397747,102.480757,157.388868,366.665361,3.775607,909.274002,898.486553,787.375838,288.132739,92.664179,38.834813,12168.67297,118.122557,5262.009315,50.485257,115.641444,2.696862,11.758318,6.903967,294.820957,27344.88648,152.534516,27.831616,5422.634418,5641.080242,23.193013,71.412907,2713.582573,81.445233,95.900414,138.079336,3.883481,6.040971,12.405565,1335.270328,2343.03373,3181.865696,8.198461,88.3492,1678.526926,1348.754638,10265.22775,16718.17134,362.78188,259260.7815,76.698756,8.306335,27.507993,557.063821,41.315926,16.828419,2.049615,69245.16881,191.261455,42.61042,97.73428,79.611367,3277.334611,934.840254,13.160687,3396.428039,10925.52745,1.186619,1877.123846,393.526107,1894.815261,1411.321837,4454.245201,3593.62259,52.534872,58.144345,357.064533,5831.910199,101.402012,91.046062,3374.205895,5700.73483,15.533925,243.256955,29.557608,15.426051,11.866193,5.28585,37.32457,16.504796,176.590526,28.694612,474.108345,14.45518,12.081942,13.48431,37.216696,7.982712,35.274955,306.795024,15.102427,20.496151,21.89852,17.58354,15.749674,1260.081814,45.523031,7820.684133,330.958908,3183.268064,142.610064,49.406512,65.911308,25.02688,21.143398,4.09923,57.497098,176.266902,152.103018,178.100768,16.181172,11.111072,313.483242,158.036115,193.095321,33.980462,116.288691,7.119716,0.647247,30.959976,8.629958,8.090586,259.330253,37.756068,7.874837,8.522084,24.919005,1.186619,1481.440249,8.090586,324.378565,2.912611,4.207105,450.591708,30.09698,2.804737,6.040971,227.183657,348.973946,34.735583,6.580343,222.652929,3.991356,98.70515,34.843457,52.103374,39.805684,9.492954,5.177975,29.881231,83.710597,17.152043,1.402368,25.782001,14.778804,268.283835,36.245826,23.085139,23.193013,168.284191,19855.05338,37.540319,4406.888303,3.344109,8.41421,11.111072,16.396921,81.013735,111.542213,10568.35504
TCGA.CM.5861.01,9201.599707,18374.69349,9227.480086,24825.47154,519.482955,451.406308,798.353408,25.317761,11687.99141,482.725316,566.930315,33.194398,1491.122374,6876.491521,13810.55751,0.937695,4.876013,517.044948,2138.131831,86064.44777,37739.7803,20.441748,1.87539,18.19128,9.376949,225.796923,174.598784,1014.585844,20.06667,685.079868,2.062929,63.575712,64.700946,22.879755,2.250468,5.063552,8.251715,1565.387807,15.378196,34.882249,77.641135,9.752027,297.436811,190.164519,9.001871,15.378196,519.670494,1137.61141,505.605071,278656.2833,14.815579,1467.304924,6.188786,197.291,482.912855,16014.51552,469.785127,5.43863,88.518395,3285.307728,248.864217,48.947672,3.188163,434.902878,77.641135,186.788817,358.762055,6.563864,653.573321,820.670546,270.056121,233.298482,56.824309,17.441124,16757.16985,267.993192,8783.762876,65.076024,157.345198,2.250468,15.003118,3.375702,303.438058,22467.73158,153.031802,14.440501,6038.942468,6245.797955,15.003118,156.97012,579.682965,146.280399,128.276657,659.387029,5.813708,5.626169,14.252962,465.284192,821.233163,1083.975264,3.56324,50.447984,1965.971053,1664.783463,11862.40266,5684.868887,195.41561,220193.8215,555.865516,12.75265,13.315267,503.729681,27.005612,13.690345,0.937695,53015.95488,228.797547,63.013095,515.544637,27.005612,2532.338752,1391.35164,19.504053,4217.188885,6044.00602,0.562617,2060.115618,594.311005,1542.508052,2718.94003,4680.785226,7691.723436,176.474174,178.537102,1137.986488,2546.029097,281.495998,151.156412,6000.684517,6996.328925,17.816202,975.390198,123.963261,25.880378,19.504053,9.939566,124.1508,22.317138,84.392538,11.439877,849.176469,13.315267,18.003741,22.129599,30.381314,9.752027,99.583195,338.507846,7.31402,17.628663,16.878508,9.376949,5.063552,659.19949,27.38069,18404.51219,76.890979,767.409477,43.321503,14.065423,17.628663,14.065423,6.751403,3.375702,96.395032,84.392538,116.086624,402.271097,10.502182,7.31402,54.198763,74.265433,193.352681,47.072282,32.631781,2.438007,2.062929,9.939566,2.813085,6.938942,165.221835,37.320256,8.251715,1.500312,29.25608,2.062929,586.621907,5.251091,194.665454,3.56324,2.250468,5.063552,84.392538,4.876013,38.445489,207.418104,836.048741,27.193151,24.380066,162.59629,8.439254,85.89285,61.325244,17.253586,23.81745,30.943931,8.814332,29.068541,24.567605,34.319632,3.188163,14.815579,6.751403,100.520889,15.378196,49.135211,47.44736,49.885367,9815.789844,211.919039,2918.669036,1.87539,7.689098,16.878508,14.440501,74.82805,40.883496,11006.66232
TCGA.CM.5862.01,5408.025554,10754.99764,5420.135334,6534.907784,610.366509,556.71346,461.180757,11.437014,13207.39612,307.453838,582.278549,33.470084,2764.729864,11045.12777,27082.34381,2.691062,22.03307,580.764827,3027.612988,43241.33041,32675.04349,6.223081,11.773396,235.63612,20.014774,163.986593,214.275815,1034.040589,12.277971,632.39958,2.859253,48.943691,37.84306,5.550315,1.681914,2.691062,3.363828,663.514985,14.296267,26.91062,60.885279,7.232229,211.752944,46.252629,9.7551,15.978181,456.807781,1456.873712,183.496793,251832.2769,27.919769,1185.749212,5.213933,68.453891,264.228654,89454.09788,256.660042,4.87755,111.679075,5991.313252,218.985174,9.082334,1.345531,136.571399,149.185752,196.61572,629.035752,4.036593,3231.629129,801.936488,579.587487,232.440484,82.413775,35.151998,50637.37804,150.363092,27209.83287,30.779022,115.883859,4.709359,34.311041,3.363828,271.460883,21067.14738,77.872608,8.409569,7328.602895,7610.996218,33.638276,154.231493,4056.271453,144.308202,1026.976551,275.833859,7.904995,21.023922,4.709359,525.598055,930.266509,1193.486015,13.791693,253.800789,1666.60836,1881.556941,21236.01152,8061.917301,1094.421294,120353.2086,35.824763,8.57776,17.996477,556.208886,62.735384,18.164669,1.009148,33579.91311,255.650894,42.72061,118.911304,52.980284,2632.36325,819.2602,8.073186,4281.479707,7825.272033,0.840957,1908.635753,1004.102524,1338.1306,1682.586541,3961.243324,10759.53881,219.153365,221.676236,793.022345,4823.392326,648.041378,192.747319,11234.84764,8922.216197,38.515825,387.00836,36.161146,27.919769,17.828286,4.541167,26.069664,13.791693,469.590326,15.641798,103.269506,28.08796,24.38775,15.641798,23.378601,4.036593,43.561567,379.103365,28.08796,11.605205,11.437014,8.241378,4.036593,1093.243954,56.344111,6727.486911,150.1949,774.857676,43.393375,13.118927,15.978181,13.287119,6.391272,5.213933,63.239958,214.275815,200.820505,393.904206,7.064038,4.709359,82.077392,105.119611,105.624185,35.992955,28.592534,2.354679,2.186488,14.63265,3.027445,8.914143,206.034438,35.656572,8.073186,5.886698,33.638276,0.840957,1379.001105,4.87755,461.180757,2.522871,4.541167,179.628391,31.619979,2.354679,13.45531,292.484806,28.760726,28.08796,3.532019,227.562934,3.868402,101.587592,30.779022,20.855731,65.93102,26.91062,4.204784,24.555941,28.592534,28.424343,2.522871,14.464458,3.70021,90.823344,13.791693,52.643901,57.689643,1020.585279,68830.63936,18.164669,4077.295375,1.345531,11.605205,49.616456,51.29837,118.238538,128.16183,7799.538752
TCGA.CM.5863.01,6035.035079,12065.98354,6130.162598,10272.4098,433.409148,538.98026,736.273372,9.76249,7780.477472,496.751815,509.919825,36.552579,3493.609202,7160.445842,11345.14852,1.816277,6.584005,441.128326,1735.679903,86780.13556,36742.3797,4.313658,3.40552,210.461121,9.535455,203.877116,299.685739,830.492751,9.76249,890.883968,4.540693,42.45548,37.233683,14.757252,2.724416,1.816277,2.95145,755.798351,24.292708,19.979049,46.996173,14.757252,326.248793,52.445004,14.757252,12.486906,480.85939,870.223815,936.063864,332783.5311,44.271757,1924.345697,2.95145,113.971395,332.151694,38588.1714,279.933724,9.081386,169.594884,3327.646872,250.873289,20.433119,2.724416,276.528204,55.850524,194.79573,265.630541,6.35697,411.840856,660.670833,592.560438,162.10274,60.845286,21.341257,17924.83973,567.132557,8206.167442,43.136584,160.286463,4.994762,10.670629,4.540693,326.021758,25652.87219,244.516319,31.330782,7555.259099,7815.213774,28.833401,50.401692,451.344885,177.995166,236.116037,223.175061,9.535455,8.854351,34.963336,629.567086,1071.830585,1398.533447,3.632554,87.635375,1641.914592,2086.448438,10279.22084,18368.2384,134.631548,152067.3548,338.054595,2.043312,24.065673,1860.775995,19.070911,9.081386,1.589243,40287.07169,208.190774,59.256044,698.58562,40.412168,2982.781238,1092.263703,17.935737,3411.876727,5118.72323,0.227035,2018.111008,656.357175,1992.229058,1804.471402,4737.077982,8052.692018,163.691983,168.232676,1210.321722,4561.126128,383.23449,212.958502,5547.36465,9181.962369,20.887188,571.219181,58.120871,16.11946,41.774376,14.303183,49.039485,21.795326,117.14988,24.746777,575.532839,12.259871,23.838638,21.341257,24.065673,7.038074,134.631548,258.138398,7.946213,15.211322,13.622079,12.032836,6.81104,633.19964,59.483078,37006.19396,206.147463,941.058626,64.250806,14.076148,26.336019,7.719178,9.535455,3.632554,122.598711,66.521153,76.283643,343.503426,12.71394,5.221797,156.426874,70.834811,167.778607,30.195609,49.493554,5.675866,1.362208,13.622079,5.221797,11.578767,151.432112,24.519742,7.946213,2.95145,21.795326,5.221797,750.122485,4.086624,73.559227,3.178485,4.086624,65.840049,101.484489,4.313658,8.173247,295.145046,340.77901,34.963336,7.719178,184.579171,5.675866,52.21797,27.244158,28.833401,21.114222,17.935737,3.178485,30.876712,35.417405,22.9305,4.086624,16.11946,18.389807,95.808623,15.438356,36.098509,36.325544,61.299356,9283.900928,56.531628,1749.756051,3.632554,4.313658,5.448832,13.849114,39.731064,92.630137,9878.958746
TCGA.CM.5864.01,7026.33874,13914.56826,7029.167793,6989.303865,453.677216,607.989194,426.929806,12.087772,24180.94417,747.127161,454.448776,9.773092,1864.088696,8673.36192,37211.81917,2.057493,14.916825,546.264403,3517.284356,83399.9661,23740.64066,9.515905,7.715599,1044.949279,42.950167,129.622062,120.363343,798.3073,28.033343,344.372898,1.028747,61.981978,50.40858,10.544652,4.372173,4.629359,3.857799,1469.307219,6.944039,25.461476,52.980446,2.057493,97.988106,109.818691,7.458412,11.059025,731.95315,1774.587749,1479.337498,142960.5319,78.956296,611.589807,12.087772,511.544208,337.428859,69997.9708,324.312341,2.829053,160.998831,7044.084617,119.07741,31.891142,0.77156,128.078942,183.631254,193.147159,388.866185,4.372173,1939.444379,712.664153,441.589444,256.157884,90.015321,50.922953,36307.0366,275.189694,17187.52532,52.466073,198.548079,11.059025,24.175543,2.829053,483.253678,48462.44831,126.278635,19.288997,11749.05683,12057.93798,15.945571,596.158609,3537.344913,231.725154,548.064709,406.097689,9.001532,30.090836,40.635488,308.623956,574.297745,763.587105,6.944039,169.485989,2385.663183,3145.906862,23096.90252,27601.78354,761.272426,171875.7675,40.635488,2.829053,6.944039,188.5178,30.090836,5.915292,2.829053,28142.38984,366.233762,88.215014,156.883844,258.72975,2553.863239,842.800588,14.916825,3351.656166,13690.81589,0.514373,1491.168083,508.457968,1022.831229,1403.724628,4939.783608,9758.175127,350.28819,359.546909,796.506994,3146.421235,385.008386,243.555739,11600.14577,10737.28463,34.977382,705.9773,52.466073,36.006128,13.630891,13.116518,21.089304,18.517437,225.295488,7.201226,176.430028,21.34649,18.517437,26.490223,40.892674,15.945571,127.307382,607.474821,48.608273,16.974318,16.459944,5.400919,2.057493,3449.129899,129.879248,11133.09485,253.071644,379.093093,30.090836,7.458412,6.686852,3.343426,2.829053,20.57493,117.277103,62.753538,374.463734,400.439583,2.057493,2.571866,181.316574,391.180865,91.55844,27.518969,84.614401,1.028747,2.31468,5.658106,2.571866,8.487159,568.63964,101.331532,14.916825,2.829053,46.807967,0.514373,2846.798811,2.829053,170.514736,2.057493,4.629359,112.390557,15.688384,7.715599,25.461476,340.515099,298.850864,41.664234,5.143733,359.804096,5.658106,113.162117,57.352619,5.915292,97.216546,33.948635,2.829053,55.037939,19.031811,33.948635,2.31468,29.319276,3.857799,286.763093,4.886546,77.670362,63.010724,560.666854,42347.3218,44.493287,7802.785177,1.285933,13.630891,35.748942,24.947103,136.566101,102.103092,6646.474087
TCGA.CM.5868.01,8151.712738,16229.22571,8146.581904,10580.8342,1324.018544,346.002461,1110.759992,11.840388,15539.58887,611.621841,815.144962,38.152363,3849.178711,7493.124023,17419.84254,2.104958,8.946071,375.471872,1990.895531,43578.15485,21277.83577,5.920194,2.894317,169.975354,11.182589,273.249852,365.604882,770.940845,16.839664,964.333856,1.447159,45.256596,38.283923,9.603871,2.499638,4.209916,6.051754,939.074361,22.365178,23.417657,90.776311,11.577269,301.535225,33.153088,13.945346,15.918744,888.42381,588.861983,675.428379,291900.306,21.575819,1726.19707,2.762757,138.006305,787.780509,40042.61487,226.151419,5.657074,157.345606,3024.824558,336.92483,14.208466,3.683676,275.74949,103.669178,155.635328,279.827846,2.499638,1110.365313,1142.202802,407.967161,261.804144,89.986952,32.889968,7161.066908,151.162292,2699.082317,73.278848,157.082486,3.157437,15.129385,6.446434,444.803924,23689.85445,136.427586,31.311249,5399.874913,5635.761762,41.967599,99.590822,1952.348488,138.006305,532.685918,1046.032536,6.051754,13.287547,13.287547,953.545946,1606.346027,1987.606534,8.814511,110.510292,1148.386116,1451.894738,6785.200356,7760.059002,395.863652,261129.8993,247.727237,4.867715,23.154537,63.938097,67.358654,36.573644,2.368078,55408.93939,119.719483,39.467961,240.754564,41.04668,2524.239248,711.870463,7.235793,2946.020195,5978.212107,1.973398,1619.765134,438.88373,1020.9046,970.911849,6016.890709,5700.489219,162.739561,162.476441,846.719331,5351.46088,145.242098,203.654681,3375.694735,7910.826614,14.997825,266.803419,26.838214,16.313424,14.208466,11.445709,31.04813,11.051029,146.426137,20.91802,209.574875,16.839664,13.945346,22.496738,67.753334,6.446434,80.909321,381.523626,13.155987,17.760583,19.9971,9.340751,8.682951,1490.441781,65.779936,11512.54121,316.92773,978.673882,59.859741,18.813062,24.338576,15.260945,11.577269,3.946796,133.13859,61.964699,205.101839,136.559146,8.551392,6.972673,60.649101,131.296751,82.09336,32.232168,20.12866,2.631197,1.052479,14.997825,3.683676,22.891418,254.96303,36.968324,7.104233,1.841838,25.917295,2.762757,982.489118,4.867715,140.242823,2.631197,2.236518,261.014784,52.623948,3.552117,4.078356,130.112713,152.477891,30.52189,12.103508,148.531095,7.498913,103.669178,34.600246,23.943897,28.548492,11.051029,5.525515,36.047405,94.854667,18.023702,5.393955,11.708829,24.864816,152.083211,14.997825,64.201217,58.281023,286.27428,22710.52276,45.125036,3313.730035,4.078356,10.13011,25.522615,5.788634,59.728182,221.152143,10585.70192
TCGA.CM.6161.01,5071.429364,10260.42794,5120.329832,6878.318989,429.699855,840.32506,461.433137,19.421462,9978.12311,647.150871,485.709965,22.369363,4044.346135,3795.161836,16996.20727,3.468118,12.31182,793.505463,1740.301754,60443.40586,20999.97642,38.322707,3.641524,3363.034298,13.005444,168.377143,165.776054,691.542785,55.143081,887.664874,1.040435,85.489116,75.95179,13.352255,6.416019,12.31182,5.722395,2083.125246,14.219285,37.108866,107.511667,20.982116,240.687409,8.843702,7.456454,14.392691,744.604995,924.426928,660.676533,188426.161,24.276828,1327.769084,5.895801,310.22318,523.512455,42872.7048,346.29161,9.537325,203.231731,3817.704605,215.543551,2.427683,3.121306,271.033444,46.299379,121.38414,151.903581,3.294712,1371.814187,1546.08713,1130.953372,404.382592,175.486785,71.616643,79980.52998,102.482895,51313.75789,35.548212,281.264393,4.161742,19.594868,2.947901,767.494576,36906.32751,55.489893,16.99378,11856.80278,12312.51353,25.317263,210.861592,3134.311898,133.69596,64.160188,120.690516,12.485226,5.028772,2.254277,435.248844,708.189753,837.030347,6.416019,132.308712,3138.300234,3338.584064,23295.00369,60461.96029,666.052116,119869.6126,85.489116,4.68196,11.44479,252.652417,53.235616,10.924573,4.335148,32205.29318,127.973565,29.652411,136.817266,113.580874,3472.280024,1298.116673,15.606532,4278.444119,9958.875053,1.734059,1433.546692,461.779949,1176.385721,1710.996155,6304.172008,5558.526577,135.603425,131.961901,291.14853,4844.787834,105.25739,241.90125,7118.48618,12194.4241,18.381027,1719.493044,100.922242,34.507777,32.773718,9.710731,59.998446,15.086315,539.292393,19.768274,100.748836,13.872473,7.62986,14.392691,63.63997,4.508554,97.454124,418.255065,7.456454,11.097979,10.404355,6.416019,6.936237,1107.890385,68.668742,28647.52404,724.836721,860.093334,70.229395,14.566097,18.901245,14.392691,10.751167,12.138414,137.337484,34.160965,282.998452,481.721629,11.965008,7.803266,41.097202,164.909024,105.083984,41.444013,21.155522,2.427683,2.427683,16.473562,3.468118,11.271384,490.565331,86.182739,7.109642,0.86703,24.450234,2.427683,942.807955,3.121306,129.707624,2.080871,2.254277,316.118981,27.224729,3.294712,12.658632,98.841371,534.437027,34.334371,44.912132,354.268283,5.548989,101.44246,46.993003,26.357699,37.282272,14.045879,4.508554,29.132194,30.692847,41.444013,5.548989,36.241836,76.645414,137.857702,10.924573,35.721618,36.06843,284.385699,35858.43557,28.785382,7577.144823,3.641524,6.589425,0.86703,25.143858,58.264387,93.465788,8171.753703
TCGA.CM.6162.01,8424.718758,16726.36966,8529.326437,16345.22127,958.843394,510.007679,1107.610715,15.021518,9412.700277,391.283393,963.186965,44.702589,6887.275453,3115.064646,28051.14628,2.895714,7.239286,597.603036,3385.63295,40000.13031,47632.32826,26.785357,1.990804,35.110536,3.800625,282.87509,333.912054,765.373483,61.533929,1533.64268,2.171786,73.116786,67.325357,30.043036,2.53375,9.049107,3.800625,1136.024912,18.822143,19.365089,196.546607,31.671875,496.615,8.687143,7.60125,64.248661,1823.395091,461.685447,413.906161,321573.4153,215.911697,2386.430538,1.809821,146.233572,1242.442412,33756.60834,207.224554,3.076696,476.887947,3848.585272,370.651429,3.981607,6.334375,472.544375,83.251786,177.000536,315.451875,7.60125,528.286876,953.594912,1011.147233,197.994464,103.702768,28.233214,16976.48698,97.187411,7861.321347,87.595357,192.203036,1.266875,8.687143,2.895714,432.728304,3157.957414,200.890179,27.147321,4554.777594,4697.934469,35.834464,20.812946,383.501161,270.20634,304.411965,216.997589,9.411071,3.619643,3.800625,629.99884,951.061162,1088.969555,3.438661,41.625893,1991.708484,1665.035716,13195.58903,5180.25188,198.356429,169618.0933,110.037143,4.886518,26.423393,1977.229913,62.800804,23.165714,4.705536,66759.60703,204.871786,71.487946,996.125715,26.423393,2408.872324,967.892501,9.773036,3488.973753,12976.23867,0.180982,1702.137055,278.169554,1024.35893,1012.957055,8348.525276,4036.263754,62.800804,75.107589,484.670179,7776.078758,97.368393,263.690982,4547.357326,9505.182152,4.162589,951.423126,85.242589,22.441786,43.07375,14.297589,100.626072,10.858929,52.122857,21.536875,245.411786,13.030714,3.619643,14.840536,110.218125,7.782232,79.089197,493.357322,5.0675,20.27,15.383482,6.515357,9.411071,529.553751,42.892768,28850.18244,428.565715,1476.452323,87.595357,30.405,39.273125,15.2025,11.220893,3.981607,150.577143,33.481696,159.264286,246.678661,16.831339,12.487768,586.382143,157.816429,58.638214,37.101339,344.228036,7.782232,3.076696,18.641161,7.058304,18.460179,427.479822,65.8775,5.0675,3.076696,32.93875,3.438661,777.137322,2.171786,102.797857,4.886518,5.791429,59.362143,58.27625,12.849732,8.687143,187.678482,153.834822,30.043036,20.631964,2220.107949,8.687143,153.834822,29.862054,33.119732,30.585982,13.211696,5.248482,47.055357,49.589107,42.168839,8.687143,19.546071,25.880446,355.448929,18.098214,87.414375,93.929732,65.8775,8453.494919,90.853036,4305.565183,1.990804,14.659554,4.162589,5.610446,45.969464,125.420625,13091.16233
TCGA.CM.6163.01,7144.527502,14392.48201,7225.69141,13137.68449,986.413197,451.222244,719.080671,10.693301,13309.30321,576.386457,802.172879,16.828802,7294.584316,7577.518544,16769.02435,3.6813,10.518001,418.791741,2371.108033,67415.82882,21751.57674,8.940301,4.7331,340.082033,13.322801,248.224824,397.054539,943.289393,8.940301,1384.694836,11.745101,62.406806,49.434605,12.972201,4.7331,4.9084,4.9084,801.121079,26.645603,26.820903,161.977216,12.796901,325.532132,31.378703,12.972201,22.964302,959.592294,609.16756,1479.006245,262404.6675,60.127906,1364.360034,11.569801,303.97023,767.463475,35724.91641,239.109223,14.199301,1009.377499,3189.408513,302.56783,28.223303,5.259001,571.653356,143.570714,289.946228,562.888355,5.784901,892.277088,995.353498,545.708954,218.248521,88.877109,25.769103,7381.708425,239.109223,2558.153151,52.239405,168.638617,4.9084,8.940301,3.6813,401.437039,29903.20284,127.793713,21.211302,5951.961484,6255.405814,69.594107,253.659125,1551.931052,139.714114,249.451924,413.883341,9.641501,7.187301,9.816801,766.411675,1342.447532,1823.646079,9.115601,166.710316,1513.540349,3069.328001,7393.278226,17392.74181,463.317945,208543.036,54.343005,10.693301,19.808902,968.357295,44.526204,28.749203,2.9801,53284.89443,231.396023,38.741304,610.92056,40.669604,2686.823364,1076.692706,20.510102,3153.99791,10974.65758,2.6295,2733.979068,543.254753,1318.080829,1764.745273,5823.466572,11273.54411,191.602919,204.04922,1801.032377,4807.953572,293.276929,207.55522,5156.274706,10711.70755,14.024001,424.576642,48.733405,23.314902,17.880602,12.446301,51.538205,14.199301,148.303815,15.075801,320.623731,34.008203,23.490202,23.840802,121.482912,6.486101,138.487014,602.681459,37.514204,10.342701,10.868601,10.342701,10.693301,865.280885,96.590309,18632.28823,355.859035,1002.190198,82.215708,20.334802,30.502203,18.231202,10.518001,2.4542,109.211911,141.291814,271.364427,230.870123,14.725201,9.290901,253.133225,104.65411,117.626312,39.617804,72.924807,4.5578,6.486101,16.653502,5.784901,30.852803,284.687228,31.904603,10.518001,5.609601,37.338904,2.6295,1556.839453,5.434301,280.480028,2.1036,3.6813,146.901414,49.434605,3.6813,1.9283,115.172111,114.120311,44.000304,14.374601,197.738419,5.784901,65.562206,37.689504,32.781103,44.350904,24.542002,7.187301,39.267204,69.594107,20.334802,5.960201,27.697403,15.251101,186.694518,17.354702,86.773509,76.606108,456.130645,38758.48321,116.223911,3201.153614,1.9283,8.940301,6.836701,7.187301,43.123804,252.432025,10014.71468
TCGA.CM.6164.01,4278.634967,8534.999436,4305.1796,9593.410452,811.635908,330.683144,520.09485,14.622044,9024.275517,365.776049,552.488301,28.569224,4222.171383,7130.833324,12109.3018,2.024591,8.323317,617.275202,1868.022333,29559.24886,20417.09717,5.848818,2.4745,275.569287,6.97359,240.026473,365.551095,689.935512,20.92077,996.323568,1.799636,132.498212,113.602033,15.971771,3.599272,8.098363,4.948999,592.75516,25.86977,19.346089,118.775986,20.695816,303.463647,8.773226,8.098363,17.321498,882.271627,640.670472,571.159526,372417.6065,100.329716,1478.17615,6.748636,211.232294,468.580265,25172.41077,160.167618,5.848818,313.811555,2896.064488,189.411706,14.397089,3.824227,295.14033,97.405307,236.652155,455.757857,5.848818,1082.256195,879.797127,508.622169,211.457249,91.106581,33.068314,9085.688101,107.303306,3655.735902,30.593815,126.874349,4.49909,24.744997,2.924409,478.928173,27165.73277,129.348849,33.968132,5959.495139,6219.092655,51.73954,4.274136,530.217803,172.540117,713.330782,157.693118,7.873408,9.897999,22.945361,628.747883,1125.447463,1545.212597,8.098363,129.123894,1273.917446,1463.554106,6874.610126,14408.33699,390.970955,233781.9601,29.019133,11.92259,22.720407,119.45085,26.994542,24.520043,2.4745,32222.26046,280.293332,66.586538,1043.564017,108.653033,2108.948623,756.971959,8.998181,3637.289631,11221.85622,0.674864,2438.057086,380.173138,1658.36472,1411.139703,6672.151058,12118.07503,122.825168,121.025532,1726.076031,5129.86287,319.435418,207.633022,3955.150367,8956.789161,23.170316,690.610376,99.204943,12.597453,17.996362,7.648454,42.066495,9.897999,128.89894,12.147544,179.063798,11.022771,9.897999,19.121134,49.040085,5.173954,95.830625,505.697761,11.92259,13.722226,17.321498,8.773226,7.423499,1402.366477,89.08199,10661.0446,256.673107,857.976539,73.560128,16.646634,18.221316,12.372499,11.022771,8.773226,116.97635,62.987266,261.622107,156.118437,11.92259,5.173954,315.836146,225.404429,48.815131,33.968132,98.080171,3.824227,2.024591,10.572862,4.724045,12.822408,243.40079,35.31786,7.873408,2.024591,25.419861,2.4745,949.982937,1.349727,146.220438,3.824227,3.824227,298.739602,31.493633,2.924409,2.699454,223.379838,111.352487,37.792359,21.145725,233.727746,4.948999,80.308764,38.242268,20.020952,39.367041,12.597453,4.274136,43.416222,48.590176,17.546453,6.298727,36.892541,13.722226,181.988207,12.372499,177.714071,190.311524,223.604793,26753.84104,60.73772,2914.510759,1.799636,8.773226,10.347908,11.247726,51.064676,171.640299,8470.662444
TCGA.CM.6165.01,5752.951043,11522.82663,5782.220548,6244.360145,1015.074392,550.943673,1145.692047,12.942298,12221.90984,457.958239,444.02038,52.963866,5414.261058,4628.165786,27576.85137,1.991123,4.181358,407.582833,3086.837643,57119.14003,18515.2516,15.928982,4.778695,402.206801,9.358277,288.911915,405.989934,888.239871,12.743186,974.057263,5.176919,66.702613,51.769192,10.552951,3.384909,5.176919,6.570705,1385.224117,14.336084,34.0482,105.927732,24.49081,243.116091,8.163603,5.575144,23.694361,981.62353,746.073705,333.712178,311341.1168,28.87128,1653.03013,3.982246,81.237809,421.122468,32306.76353,211.059014,7.168042,249.288572,3678.001996,300.858652,10.552951,2.190235,210.859902,91.989872,182.187734,295.084396,3.982246,865.939296,705.853025,497.183358,171.435671,78.450237,26.282821,17604.11382,116.480683,8876.425345,48.782508,175.218804,3.982246,7.367154,1.991123,457.360902,40557.97632,131.613216,10.353838,11826.47285,12320.66953,45.994936,143.958177,298.270192,190.152225,153.316454,189.953113,14.336084,3.783133,12.942298,453.577769,708.640597,837.068016,4.977807,93.184546,1865.881155,2378.993495,14957.71253,15648.83125,361.787009,150169.6835,316.787634,4.38047,14.734309,381.698237,221.014628,27.278382,2.190235,52297.23799,145.9493,31.061515,121.458489,39.026006,2938.100772,931.646348,8.362716,3127.65566,7249.877148,0.597337,1734.666164,386.875156,1151.665415,1157.240559,6220.068447,6368.606206,134.799012,143.36084,617.048949,5838.967547,182.585959,275.969617,6739.353267,11760.16847,9.159165,1196.863902,104.334834,30.265066,49.977182,13.937859,39.225119,12.942298,113.892223,16.128095,358.4021,6.96893,9.159165,18.31833,39.623343,5.575144,231.965804,444.418604,21.902351,10.552951,12.743186,5.176919,9.557389,581.806076,48.583396,38351.21494,458.9538,742.688796,57.543448,12.743186,19.313891,16.725431,8.362716,4.778695,137.387472,36.238435,249.686796,277.761628,12.344961,5.774256,75.662666,88.405851,49.778069,27.676607,36.238435,2.389347,2.787572,10.154726,3.982246,19.712116,371.941735,51.968305,9.557389,4.181358,25.486372,3.584021,1271.730118,5.575144,86.812953,1.991123,1.991123,150.528882,63.915041,4.778695,6.172481,111.104651,85.020943,57.742561,6.769817,177.209927,4.778695,76.06089,31.260628,32.256189,36.238435,19.712116,3.982246,26.083708,30.065954,42.012691,6.172481,13.738747,27.676607,301.455989,10.951175,65.906164,56.149662,212.851025,19730.83206,51.370968,3549.773689,1.194674,7.367154,8.163603,5.973368,37.433108,270.195361,14811.56412
