TCGA.EE.A2A5.06,14455.37811,29038.91457,15042.31021,21494.69648,3232.407711,738.567737,3887.562039,12.981557,3848.341164,535.282077,652.11609,3383.214736,3851.931808,62399.58282,27.620334,31.210978,1103.708555,80.375173,23850.15858,87816.64296,112.41476,15.191184,3074.143197,2273.153505,1892.269096,656.811547,83.965816,217.924437,128.986961,183.675222,69.050836,42.259111,4749.868872,152.464245,201.352236,226.48674,491.365745,126.501131,3800.281783,279.241579,13787.79463,3255.332589,1917.956007,649.63026,14710.31379,262.393175,63.802972,836.067516,5914.065959,81.479986,181.189392,101.090423,1068.906934,274.822325,4996.242254,8320.625678,5275.760036,1176.07383,19.886641,87.280256,7.733694,557.378344,139.482688,228.420164,923.623976,1627.390091,145.835365,665.097648,40.325688,25.686911,30.106164,8.562304,95.290153,372.322105,2222.33209,20.715251,1674.344659,2005.512466,1534.309565,361.826378,16.019794,8.562304,439.163314,33146.61067,327.30096,3.31444,14.08637,188.923086,18.781827,60549.02043,169.036445,136.720654,144.454348,19.610437,4645.740213,3451.160758,37.287451,1737.042818,17046.44166,1231.038295,368.731462,373.979325,1510.556077,6953.142932,2177.310945,49.992805,69.603242,116.005404,12.42915,7390.925229,2417.055446,1402.560571,65205.53257,9761.30231,25.686911,1.933423,2356.566914,17.953217,264.050395,32.868198,348.016211,37.563655,27.344131,39.773281,2529.746409,113.24337,28.725148,46.125958,315.976623,72.089072,212.676573,6.352677,17.124607,501.861472,868.935714,20.715251,13.810167,1045.982056,32.315791,188.094476,29.553758,32.591994,25.410707,58.002702,6.62888,4442.730756,20.991454,253.830871,21.543861,5.80027,943.510616,56.345482,363.483598,520.6433,19.334234,10.77193,181.465596,317.081437,403.533083,2431.694223,30.382368,651.28748,67.946022,26.515521,79.270359,4600.166661,332.825027,2568.414877,578.646002,1.933423,221.51508,16.295997,188.094476,776.683798,114.07198,185.332442,4.14305,73.746292,77.060732,95.01395,85.346833,17.400811,17.400811,134.787231,75.955919,103.576253,7670.995418,7700.272972,6351.295849,149422.1412,234.496637,27354.07418,8.2861,30.382368,542.18716,174296.1855
TCGA.EE.A2A6.06,12866.1828,26072.37362,13040.24126,34613.30735,583.463579,1091.684117,3047.626016,37.150073,10102.74541,982.308268,1603.110498,3704.446845,6995.151255,48907.22213,18.669326,34.132808,1206.151599,191.784893,19102.86912,67684.6038,39.413021,10.749006,1990.640445,659.272356,756.390567,52.802134,65.059772,185.373205,135.588336,61.47677,69.585669,10.371848,1730.967094,57.893768,41.67597,292.674685,23.76096,38.470126,3222.061637,2745.710958,6093.366242,414.119592,3291.270148,1907.477084,49226.48646,227.049175,32.624176,6147.488429,1553.325629,262.690616,2106.805139,160.103613,488.796896,482.762366,921.585814,13377.4206,3506.250264,1733.795779,10.371848,63.928298,11.691901,1104.318913,188.579049,260.050509,337.933656,858.788991,353.585717,1928.409358,258.730456,76.374515,84.106256,10.183269,92.403734,171.606935,1079.426478,50.727764,220.26033,290.600315,190.276261,87.3121,61.853928,41.67597,270.422357,233368.0822,2627.094736,5.280213,7.731741,22.629486,6.03453,105324.4163,318.321435,161.423666,720.371968,27.532541,7105.469999,782.791634,10.183269,1220.483607,27207.80808,2259.554169,552.348035,1008.332177,515.952279,5183.28375,10830.0948,216.111591,231.197914,571.017361,7.92032,8855.106419,1711.92061,1098.095804,46430.80205,10603.79994,15.84064,4.525897,2409.285934,24.892435,121.633487,13.011954,138.228443,50.539185,29.041174,24.703855,506.523326,122.387803,15.086324,48.087658,815.415809,14.143429,309.269641,91.27226,8.486057,323.601649,1144.674829,6.600267,22.440907,90.517944,53.179292,45.63613,50.350606,51.859239,11.126164,315.49275,29.79549,1343.625726,17.537852,32.247017,8.486057,3.394423,517.272332,54.122187,284.754364,27.909699,9.051794,7.731741,1010.217967,82.220466,55.819399,776.379946,23.006644,133.513967,28.852595,15.652061,36.395757,23212.19518,1172.207371,2149.235425,173.492725,7.354583,194.425,17.726431,378.289573,711.508753,226.10628,661.158147,7.731741,287.017313,94.289525,88.066416,126.725121,34.132808,31.115543,35.64144,13.389113,27.909699,1075.843476,1090.552642,1865.423956,33006.991,391.490106,17980.06946,14.332008,42.053128,114.467483,54200.63604
TCGA.EE.A2GB.06,10697.41306,21526.18612,11306.19391,6338.292846,1392.32359,198.540588,2460.518126,9.696168,2769.641205,332.901777,385.307258,4558.353387,934.29507,67774.6001,32.551422,5.771529,1371.315225,103.194934,6183.154154,54669.0744,179.148252,14.08253,1414.48626,920.905123,2775.643595,623.555964,51.943759,335.44125,215.855174,147.751135,110.120768,42.709313,16626.15823,33.474867,151.214053,316.279774,410.240262,111.044213,2689.301525,260.873098,16317.72774,1108.826099,2755.558675,935.911098,45619.31735,594.236598,3.462917,889.738868,3248.90895,399.158927,692.814308,142.67219,558.453119,349.52378,1140.454076,3841.991242,10371.43712,631.174381,14.08253,168.528639,15.929419,348.831196,94.42221,629.327492,1206.711226,1915.685815,323.898192,869.423087,145.442524,48.480841,44.556202,9.696168,640.177966,333.132638,1671.66558,12.697363,581.539234,810.553494,809.860911,48.24998,55.637537,710.821478,203.850395,58515.68286,1609.33307,12.466502,14.08253,23.086115,18.238031,185321.017,46.864813,19.392337,114.276269,29.550227,7552.160768,1046.493589,7.618418,2675.218995,29614.8682,1027.332113,403.545288,757.917152,577.845456,7294.519726,9420.520047,120.047797,122.818131,130.898271,21.931809,26274.99995,628.173186,2380.178446,14499.92705,16023.84149,15.929419,4.386362,1598.482596,5.771529,413.93404,9.927029,881.197006,69.950928,43.401896,127.666215,915.595317,134.130328,7.849279,60.25476,346.291724,40.400701,466.339521,40.16984,12.466502,446.716323,1058.498368,6.925834,30.242811,214.93173,3.232056,77.569346,46.403091,51.020314,45.017924,60.716482,33.936589,1037.259143,6.00239,773.153988,8.772724,13.159085,736.216204,21.470087,395.003426,88.188959,31.166255,17.083725,77.800207,131.590855,46.633952,823.481719,8.311001,269.645822,14.313391,6.464112,16.391142,48867.76458,3249.139811,1156.152634,58.17701,9.696168,352.755836,48.019119,1435.725486,3404.047642,590.081097,250.253486,67.180594,172.684139,40.631562,38.553812,116.123158,45.248785,62.101649,179.379113,33.705728,127.897077,24362.5462,24338.30578,1041.645504,32431.60508,228.552538,32105.86,15.236836,25.163865,291.115909,78690.17695
TCGA.EE.A2GC.06,14772.30013,29505.47643,14799.043,22321.71378,415.670068,1225.714955,3246.947805,33.841288,15079.67808,2138.934501,2015.785228,14741.43027,5775.304741,46427.93646,17.003184,35.657162,1099.099013,132.228644,814.336953,9834.113306,24.761918,10.069847,2168.318644,2672.306221,842.565539,156.000085,57.777809,209.15567,149.066748,133.054041,118.361969,29.053984,4300.815047,81.549251,49.193678,139.161981,83.695284,27.073031,13973.64573,732.787702,8170.937795,449.841515,2302.363162,570.844756,91802.33584,420.457372,1.320636,825.892514,4296.522981,240.850925,1782.527957,205.523922,448.3558,580.089206,2674.452254,13422.77558,13818.96628,3884.979899,33.34605,50.184154,13.866674,629.613042,72.139722,541.955851,1613.486595,1491.492878,421.28277,497.384399,38.298434,89.968303,100.203229,5.447622,4.622225,22.450806,1077.308525,31.860335,313.981124,428.381186,386.120846,137.676266,32.850812,5.612701,639.35273,133590.8793,1954.37567,8.914291,5.612701,16.012707,12.546039,108342.9671,849.829035,240.355687,126.285783,23.936521,9296.6146,1328.229297,10.069847,1945.2963,22174.13274,2616.344286,284.596981,1147.137134,486.654234,4990.186852,7156.524543,194.298519,220.876311,652.724166,17.333343,28818.58082,1093.321232,1456.496033,38767.25926,7813.210615,12.876198,6.10794,2253.169484,22.780965,126.781022,6.603178,258.019189,45.892089,40.939705,14.361913,2038.896351,113.739745,11.555562,55.631776,583.060636,12.0508,173.498507,2.641271,13.041277,298.958893,2071.912242,6.10794,21.29525,364.990675,53.815902,35.161924,15.682548,11.225403,15.682548,237.384257,78.082582,1532.432583,24.26668,137.181027,15.517469,6.438099,449.016118,66.361941,346.501777,18.653978,8.584132,9.244449,94.425448,81.219092,12.380959,1097.943457,35.657162,197.269949,55.961935,27.40319,97.561958,39174.01504,3163.912839,3236.38272,278.158882,3.961907,144.114364,28.063507,820.775051,1166.61651,177.790573,1204.914944,17.828581,219.225517,80.888933,160.45723,158.311198,38.133354,21.625409,33.676209,55.961935,47.047645,940.952895,947.556073,4745.869258,68439.46594,35.822242,15430.47192,14.857151,59.263524,64.711146,59379.90544
TCGA.EE.A2GD.06,6142.199694,12185.57687,6358.426745,23940.952,1224.441991,1290.042125,5414.685758,10.98028,3612.230568,698.79628,1261.606015,8792.951899,1328.613878,43844.82105,16.892738,3.660093,900.664504,69.260228,13451.96916,128876.3908,123.598536,7.320187,4557.097737,3193.290655,5055.996612,712.873562,111.773619,222.702602,158.510196,10.417189,47.862759,27.309927,5222.671632,36.600933,103.608796,176.810662,1487.405619,112.336711,3049.983924,1174.608412,34946.00799,6521.160126,951.624265,825.491818,13036.97088,225.518058,56.872219,1466.852787,2067.671184,428.794011,743.843582,143.306731,546.761634,574.071561,516.917796,8679.489006,3552.261346,2113.563123,29.562292,46.455031,10.417189,9769.915272,4828.789281,268.876087,949.934991,2461.835081,228.61506,1393.932466,155.413194,15.48501,24.212925,16.329647,302.661564,1344.943525,2489.989645,46.455031,1929.432274,2460.427352,1934.500096,54.9014,39.979481,69.823319,72.920321,70780.57403,700.204008,6.194004,11.261826,16.048102,9.291006,116259.2044,616.021861,295.622923,3227.076132,56.027582,13983.80887,1274.275569,23.649834,5474.65498,14773.5444,1664.779372,771.998146,2072.739006,1054.951515,8446.369216,10682.68624,308.292476,580.265565,1007.933393,16.611193,18825.54925,753.134588,1709.263584,7159.987184,8558.705926,18.863558,1.689274,5606.136794,30.97002,696.82546,86.997603,243.818525,177.373754,71.231047,5.912458,367.980152,436.677288,10.135643,46.173485,694.854641,236.779884,143.025185,9.854097,18.018921,221.857965,944.86717,15.766556,39.979481,76.580414,4.223185,47.299668,149.782281,166.675019,30.406929,128.103266,30.125384,801.278893,2.252365,805.783623,3.660093,15.766556,1010.467304,95.725518,571.53765,241.003068,25.339108,7.601732,814.229992,178.781482,161.607198,1906.345532,28.999201,607.575492,23.649834,25.339108,264.934448,8893.463693,421.192278,1622.829072,97.696337,6.757095,630.099143,19.708195,288.02119,4834.138648,119.938443,336.165495,65.600134,316.175754,68.134045,74.046503,445.968295,26.46529,36.037842,169.20893,24.776016,39.697935,414.998274,412.745909,537.470628,15407.30363,275.914728,13760.54318,10.135643,113.181347,211.15923,237682.2375
TCGA.EE.A2GE.06,15979.68385,32234.66475,16116.47342,55725.96391,5285.832209,930.684412,3178.371015,27.916238,7318.563783,1107.200929,1417.285906,57823.33231,1235.615622,30999.90809,18.897145,17.608704,940.132984,83.748713,28503.33749,119666.1733,91.694103,14.172859,1997.084686,5047.255748,4177.342838,1513.274815,78.165465,136.789564,89.5467,46.598643,31.137342,25.339354,2657.840554,32.640524,83.533972,436.352267,985.013705,258.762048,5472.871,1014.218384,26889.77896,3074.007234,921.88006,2165.011592,102391.3908,260.909451,23.621432,3948.42969,1965.732604,334.994851,4173.692253,100.068975,514.302992,413.804537,656.890543,7769.94787,1028.605983,1163.892365,21.044548,70.220074,22.33299,3300.343499,359.260503,334.994851,680.511975,1317.861152,442.150255,1623.651324,119.18086,55.402995,70.005334,20.829808,79.239167,437.855449,1391.302331,30.06364,1432.102986,1871.676357,1621.933401,63.777866,70.434815,54.329293,90.835142,74905.92228,792.391666,4.294806,13.528638,38.438512,6.871689,129710.0061,452.672529,126.48203,604.493913,23.836172,8024.844592,1193.526525,11.381235,1472.04468,20709.12397,2284.192452,413.804537,718.091526,568.847025,5253.621165,7948.182309,163.202619,192.836779,613.513005,20.400327,4755.853176,371.5007,783.372574,6787.081568,4754.564734,11.595976,3.650585,3174.290949,28.130978,133.7832,15.246561,328.982122,41.659616,32.425784,160.196255,761.469064,465.986427,4.294806,15.03182,1068.118196,30.493121,103.290079,26.413056,8.589612,179.737622,1348.783754,6.012728,31.996303,436.567007,22.54773,84.392933,37.794291,43.807019,19.326626,30.922602,21.474029,1074.345665,6.012728,759.751142,9.019092,5.583248,684.3773,56.047215,410.583432,3228.620242,38.438512,3.865325,679.438274,217.961393,2474.667088,1540.117351,37.579551,238.361721,46.813383,32.855264,149.244501,9533.824602,454.605191,2950.531568,147.311838,7.73065,427.333175,23.836172,93.412026,2081.477619,171.36275,857.672713,10.737014,293.549975,80.098128,118.96612,229.342628,50.893448,27.701497,71.508516,28.989939,98.351052,767.267052,763.401727,2015.33761,29224.0059,229.772109,14433.98325,22.977211,57.120917,761.469064,54068.16888
TCGA.EE.A2GH.06,7748.867726,15323.57992,7845.776851,27698.10279,2522.095105,1400.266641,1944.853792,24.578401,6122.128672,1149.566946,1844.784586,8403.706563,1502.793686,29604.6845,17.556001,144.661448,622.184676,100.771446,22549.98106,74193.06475,42.134402,5.61792,2130.596283,3098.985298,3226.441866,909.400852,91.642325,98.313606,62.850484,44.943363,33.707522,21.418321,2435.36846,81.810965,127.105447,139.043528,1397.45768,82.162085,2020.344596,2631.293431,27330.12901,2453.626701,1994.010595,1842.326746,150291.6578,188.902571,18.258241,3561.410365,1769.293782,282.651616,9351.028378,126.403207,566.005473,864.45749,814.247327,5888.984979,3463.096759,881.311251,16.853761,89.535605,22.822801,5412.515111,944.161734,146.417048,845.848129,1894.292509,319.870338,541.427071,248.592974,41.783282,37.920962,43.187762,153.439449,756.663644,1615.503213,43.538883,3206.779144,4779.796835,5070.173092,116.922967,47.050083,30.196322,152.034969,158608.2866,1879.545468,5.2668,10.533601,59.339283,4.21344,116221.78,430.122025,151.683849,262.637775,83.566565,5175.157978,853.923889,18.960481,1788.956503,14378.71595,2833.187443,1145.353506,1137.277745,754.556923,6097.199151,10022.01874,408.001463,417.481704,1366.559119,25.280641,25598.05395,922.743413,1510.167207,8848.224509,11871.01676,9.480241,11.586961,2063.883479,18.609361,139.745768,27.036242,130.616648,51.263523,58.285923,19.311601,1031.590619,303.367697,5.61792,23.173921,1303.006395,57.232563,262.286655,4.21344,5.96904,141.150248,777.028605,8.778001,23.173921,292.131857,293.887457,40.729922,61.446004,49.507923,26.685122,199.085051,31.951922,770.357324,10.533601,871.83101,6.32016,5.2668,673.799319,137.287928,264.744495,67.063924,9.831361,11.938081,227.525773,290.025137,49.859043,1153.780386,18.258241,213.480972,31.600802,16.151521,129.212167,7455.331389,377.102902,3053.690816,155.897289,15.449281,327.946099,48.805683,794.233486,1036.5063,98.664726,626.749236,19.311601,222.610093,64.957204,90.588965,216.992172,23.173921,75.490804,78.299765,25.280641,120.434167,4679.376509,4622.846186,1929.053391,33009.14422,119.029687,4820.526757,24.929521,80.757605,544.587151,73950.79193
TCGA.EE.A2GI.06,19400.72115,38919.53674,19598.92991,52825.6024,2296.610511,2095.434552,4841.872135,18.396622,10548.97893,1574.988191,1179.757544,8661.841609,2557.130412,33750.08605,28.485092,86.642154,3302.490309,154.887686,12727.495,78417.6769,65.871774,6.527833,2104.336143,1667.564738,839.123324,264.080537,279.509961,697.884745,566.141196,85.455275,92.576548,39.167001,4969.461608,106.819094,107.412533,185.153095,129.96323,66.465214,7328.976697,356.657085,72711.16355,1827.199939,2592.143337,377.427464,36432.43218,376.834024,8.308152,5292.292646,4184.93471,213.638187,2028.375899,43.914516,1153.052771,254.585506,2101.962385,10882.49188,12783.2783,2221.243707,14.242546,103.258457,13.055667,750.107413,190.49405,660.498062,1541.162144,2469.301379,337.073584,452.794269,56.376744,49.255471,40.35388,25.517895,260.5199,248.651112,2949.9873,30.858849,254.585506,341.22766,342.414539,71.212729,35.012925,436.771405,81.301199,63475.46603,505.610376,3.560636,14.242546,22.550698,11.275349,65604.72663,553.085529,87.829032,137.677943,23.144137,13512.0219,1671.125375,10.08847,3579.033074,43373.2995,4002.155372,395.824086,1944.107503,1122.787361,6606.760936,10406.55347,87.235593,111.566609,1256.904668,26.704773,24217.66883,768.504034,878.290325,11668.20565,18145.5968,8.901591,5.934394,2765.427644,42.727637,148.359852,22.550698,580.383742,106.819094,54.596426,7.121273,917.457326,185.153095,33.232607,23.737576,408.879753,33.826046,51.629229,20.17694,8.901591,141.238579,1967.25164,5.934394,24.924455,334.699826,365.558676,93.169987,18.396622,22.550698,18.990061,118.687882,42.727637,2376.131392,35.606365,129.96323,47.475153,18.396622,506.797255,45.101395,640.914561,138.271382,20.770379,9.495031,124.028836,189.900611,68.838971,1232.573652,23.737576,309.181932,100.29126,9.495031,78.927441,12679.42641,655.750547,1833.134333,122.248518,8.308152,251.02487,18.990061,506.797255,3482.895889,526.974195,804.703838,17.209743,545.964256,344.194857,61.124259,138.864822,48.662032,45.694834,84.861835,77.740563,64.091456,7524.218262,7506.41508,1788.626378,62317.66574,321.05072,12963.09044,34.419486,121.061639,493.148149,99835.4986
TCGA.EE.A2GJ.06,12274.60138,24590.0298,12423.23208,14365.72229,2447.935813,813.841651,5160.235198,11.134649,9356.310976,776.051326,603.295553,39120.74734,14182.16928,22390.2617,9.110168,8.097927,999.756556,131.591312,30659.5947,43743.14523,52.467818,3.71155,1065.046092,1713.555069,510.675514,186.589732,60.734452,308.396049,243.27522,77.942546,47.912734,34.92231,1798.752008,5.736032,52.299111,353.609474,65.626949,32.054294,2971.095631,1068.588935,30162.75315,333.870777,369.805328,205.822308,24366.9994,256.265644,3.374136,1696.178268,4000.375879,99.874432,913.716083,134.796741,394.436522,293.887263,1032.991798,11889.61244,4073.932048,2244.812814,8.097927,22.775419,6.073445,144.91915,62.084106,460.907005,333.70207,660.318454,241.250738,2307.909161,127.204935,53.142645,59.384797,6.410859,408.439187,17.376801,1563.574715,17.882922,115.732872,164.151726,158.246988,43.35765,25.980849,5.904738,308.058635,266829.0526,311.095358,4.21767,17.039388,9.278875,3.205429,113953.6896,554.201871,130.916485,139.183118,26.318262,11318.20247,1119.032271,6.242152,2837.479837,13159.13118,2511.706987,202.279465,2224.230583,564.324279,1954.468394,5063.734902,52.299111,79.629614,952.012529,10.459822,46420.69101,398.991606,695.409471,23096.46841,11343.50849,14.508786,10.291115,1056.610751,11.134649,104.766929,22.100592,115.226751,133.953207,42.682823,12.315597,122.14373,45.382132,14.340079,89.583316,168.875517,11.809477,97.681243,1.687068,5.736032,51.28687,804.562777,5.061204,9.110168,67.820138,2.361895,21.594472,73.387462,76.255478,10.965943,595.535039,48.250148,1027.255766,16.364561,147.112338,4.723791,10.122409,389.375317,247.999011,161.115004,368.118259,127.542348,7.760513,48.081441,64.277295,220.331094,1993.27096,32.897828,368.118259,84.859525,33.235242,29.186278,5080.605583,697.433953,2186.440258,512.531289,8.266634,162.464658,9.784995,408.776601,1343.918448,276.004341,447.916581,18.389042,155.041558,96.669002,160.102763,87.052714,10.459822,8.604047,92.113918,47.406614,7.254393,15167.07963,15225.45219,517.255079,14767.75061,791.066232,5996.683562,10.291115,100.380552,364.238003,72394.28536
TCGA.EE.A2GK.06,24471.29736,49103.16969,24706.97117,51242.80383,1333.755343,2359.741999,3588.632057,23.758541,14003.61184,3532.376201,1993.805848,11631.30786,13424.12191,16694.06181,14.200507,13.927421,1005.232068,114.969492,10377.56691,48463.05451,32.770402,14.200507,1799.914305,2109.048427,9593.261969,210.276743,77.556617,314.322768,274.998286,116.881099,69.637103,44.513129,2518.678446,34.408922,64.721543,145.282114,105.411458,405.260633,4942.322728,12330.68285,97867.16572,5330.651986,723.406614,1381.272426,12528.67069,384.506045,21.846934,122750.5509,3171.082524,284.283233,3029.89671,101.588245,913.74803,658.138898,590.140315,10216.44577,2654.129439,922.486804,4.642474,312.411161,33.589662,741.703422,269.809639,240.862451,827.725726,1793.633312,1432.339635,885.620102,253.151352,132.44704,135.72408,35.774355,191.160676,733.237735,1653.539845,82.472177,1205.131517,1825.311367,1786.533058,65.81389,145.5552,24.304714,58.986723,46373.12215,305.857081,13.654334,17.204461,35.774355,4.0963,79677.68125,828.818073,178.871775,660.323591,17.204461,7558.220032,1977.14756,14.473594,1942.738639,17924.04422,7810.825211,1028.444435,1325.289656,1084.427205,9684.199833,28011.86616,567.747207,604.340822,4528.323322,35.228182,9524.990299,520.776298,677.528052,8730.308061,29914.73415,10.104207,25.397061,2415.724768,35.228182,137.089513,70.183277,275.271373,106.503805,64.721543,26.762495,240.316278,214.64613,49.155602,17.204461,3348.315779,68.817843,49.155602,10.377294,6.827167,640.115177,2576.845909,20.754588,92.849471,98.584291,53.524989,184.060422,41.236089,39.051395,142.551247,80.56057,19.389154,795.228411,26.762495,93.122558,19.389154,4.91556,760.819489,14.473594,275.817546,160.574968,49.428689,5.73482,1332.662997,304.218561,299.849174,583.040061,18.569894,166.036701,64.448456,4.642474,221.473297,174.775475,8.738774,1821.488153,40.143742,5.73482,329.069449,29.493361,89.845518,265.986426,233.489111,1321.193356,11.469641,636.291964,156.205581,52.978816,66.360063,34.408922,92.576384,152.382367,40.416829,253.151352,213.553783,214.64613,1228.616972,33273.42722,229.938984,5799.541815,35.774355,50.521036,224.204164,80692.47136
TCGA.EE.A2GL.06,24021.09077,47927.5578,23941.97791,37676.37447,2665.788634,1831.957099,11661.05535,21.576234,16062.15753,2467.107481,1380.878962,29353.56705,4725.869455,20221.8756,15.507918,11.462374,1870.614518,135.525718,18712.663,87885.61899,119.343543,15.058413,3070.343017,6469.948352,3600.534012,475.3514,73.044541,554.239505,427.703884,170.811851,59.784148,30.791084,4521.794244,20.002967,112.151465,167.665317,298.920739,157.551457,2879.303447,3149.006369,47031.46984,2221.677822,2240.781779,810.682034,10244.216,429.951409,126.535621,27548.35549,4340.643781,688.866214,1046.672091,87.878202,1084.880005,444.110812,1110.726535,14333.58655,2630.502501,2058.507554,9.21485,79.33761,4.495049,4978.491192,2947.178683,384.551417,740.784026,1691.936332,629.531571,1587.651202,202.726697,64.279196,57.536623,12.361384,158.225714,199.804915,2496.774803,40.005933,729.321652,1029.141401,951.826563,63.155434,63.829692,21.126729,71.246522,33963.46424,188.792046,13.260394,10.11386,27.869302,6.967325,65458.24774,433.996952,129.23265,626.160284,14.608908,15708.3972,1384.475001,11.237622,5041.421874,20521.24585,4422.004162,618.518702,2401.704522,1033.186945,7062.620523,15759.64076,254.869262,268.354408,1468.532412,19.778214,6527.03547,1288.955216,734.041453,24247.86598,15362.95271,14.833661,7.866335,4843.864483,77.989095,212.615804,73.494046,556.711782,129.906908,45.624744,15.058413,581.209797,268.803912,22.475244,28.543559,1435.044299,82.708896,15.283166,8.31584,14.608908,716.510763,2119.864969,13.260394,22.250491,129.457403,16.182175,197.107886,42.47821,40.230686,53.041575,47.198011,19.328709,2163.017436,20.452472,277.344505,13.934651,5.169306,900.80776,63.604939,327.689051,252.396985,27.419797,6.068316,1593.719518,131.255422,138.4475,1524.72052,31.240588,337.128653,103.835625,10.11386,115.747504,10621.12583,543.676141,4538.425924,208.345507,11.462374,567.499899,14.833661,64.728701,3395.110286,424.332598,389.945475,15.507918,355.558352,185.645511,78.888105,92.598003,32.813856,52.367317,222.055406,51.018803,109.004931,1842.520464,1874.660062,1673.731385,53314.64891,595.818706,12157.75823,10.11386,92.148498,393.766266,155825.5831
TCGA.EE.A2GM.06,12091.68348,24100.57295,12448.55426,11391.16493,3123.783822,636.807727,432.602512,5.860194,4153.074273,585.117812,347.554571,10792.97438,10020.02984,70062.07298,28.850185,434.405649,2124.695909,460.70139,20165.82846,95627.54411,334.481831,9.616728,112.996558,2994.709297,3109.659252,438.91349,80.840622,1014.114051,878.277764,918.247291,467.012368,125.317991,4809.415979,322.310659,278.434337,733.726317,231.402525,74.379383,3699.134645,528.769795,34230.14333,618.6261,2740.767565,247.480492,39688.83874,731.772919,92.260487,286.39819,13074.84369,1511.479218,309.087658,204.80626,672.419674,602.698394,2457.224342,9554.82061,5357.419231,6174.540613,11.570126,205.557567,96.167283,572.495857,196.692146,632.450147,1312.082367,1052.580965,336.284968,783.462834,13.824047,67.016575,74.529644,7.212546,1190.821434,2391.109335,2734.005803,19.533979,992.776935,1593.521931,1921.392262,184.971758,35.611947,6.611501,561.827299,102234.2365,727.866123,7.963853,47.031812,11.720388,22.989991,81197.04226,1831.535957,646.574717,77.534872,145.9038,8672.035005,733.275533,7.212546,2814.095118,30470.75388,2278.263039,518.251498,2229.42809,742.140954,9514.099777,7509.162188,209.464363,223.739194,442.369502,23.440775,32773.81004,1202.842344,1062.347954,55114.07093,11070.50715,75.581474,24.943389,2696.891242,62.358473,1281.579307,222.687365,846.27209,300.372498,80.990884,4.507841,2312.22211,285.196099,164.085427,64.612393,176.707382,122.763547,1190.821434,10.217774,13.974308,300.973543,2842.193996,29.300969,87.301862,389.176973,795.03296,95.716499,16.37849,14.875877,17.580581,522.75934,135.986549,3088.622659,27.948617,502.774576,4.808364,47.482596,1192.173786,219.081092,475.276744,1073.166774,14.875877,23.591037,147.556675,369.19221,365.135153,6474.913111,231.552786,2539.717839,366.036721,32.907242,205.106783,14.425092,1.953398,22795.85339,1061.746909,42.073186,312.693931,21.337116,1369.03143,9080.295173,509.987123,1238.454291,78.135917,670.766799,551.609525,566.034617,217.127694,44.477368,44.327107,943.040419,76.933826,140.945174,738.835204,706.679269,3086.969784,81857.44102,284.595053,15587.21396,41.021357,58.601938,777.151856,6596.023783
TCGA.EE.A2GN.06,17252.45256,34443.11484,17798.37689,13818.26303,2184.623511,538.11785,2983.398396,7.938793,3777.277693,535.868525,354.070166,6846.018113,6198.080294,45644.09015,23.684066,58.085502,1375.131255,191.589537,48217.5822,155883.3601,189.869465,10.717371,1576.51197,3925.468495,3136.749414,462.037751,101.61655,766.490461,583.104343,247.425714,337.795641,100.558044,2531.81339,342.426603,147.529236,877.368936,361.876646,58.482442,2048.605525,519.064747,45049.47456,1418.794616,1605.223937,173.065687,42693.37312,510.99364,114.318619,422.873039,9863.024066,857.257327,159.437425,177.432023,885.572355,686.308652,2315.613595,13744.43226,16087.17006,4398.620555,27.653462,162.612943,32.549051,452.511199,122.389725,320.859549,781.044915,1356.872031,1072.398616,448.806429,19.714669,120.801966,122.125098,10.849684,725.73799,923.678561,1308.577707,7.277227,1057.579536,1730.921493,2510.510962,115.112498,112.995487,13.231322,346.925253,41714.12301,2819.859261,3.837083,76.477039,27.521149,16.274526,40813.07001,245.705642,77.932484,149.249308,17.068405,6485.199973,3066.226469,45.780373,2859.023973,19655.52519,1843.1231,525.283468,1446.448078,3177.104944,5245.028199,4516.114691,49.35283,57.291623,308.55442,17.994597,22772.82456,793.482357,792.953104,21911.33321,13868.27743,31.225919,26.065704,1263.591214,32.152112,362.405899,67.87668,405.143068,79.123303,82.166507,4.498649,706.023321,120.008087,33.078304,75.68316,132.974782,70.390631,193.574235,54.513045,9.658865,333.958557,777.207831,23.816379,17.465345,269.786648,85.342024,60.731766,12.437442,18.391537,12.437442,159.305112,38.767772,2147.840437,20.640862,465.213268,7.938793,11.908189,405.67232,192.912669,293.999966,1755.796377,10.188118,10.452744,732.221338,195.029681,584.427475,2623.638762,53.851479,680.88381,93.942383,30.0351,134.827167,12283.95898,1274.705524,4489.652048,1217.149275,16.406839,300.880253,24.081005,900.656062,3450.067109,265.023372,171.080988,27.521149,170.419422,170.948675,191.192597,136.282613,19.846982,27.256523,360.421201,46.441939,94.868576,1919.467826,1919.467826,2083.139274,72267.36161,201.777655,11950.92662,9.526552,24.874885,583.236656,127230.2716
